Age,SibSp,Parch,Fare,Pclass_3,Pclass_1,Sex_male,TicketPrefix_A/5,TicketPrefix_PC,TicketPrefix_STON/O2.,TicketPrefix_NUMBER,TicketPrefix_PP,TicketPrefix_A/5.,TicketPrefix_C.A.,TicketPrefix_A./5.,TicketPrefix_SC/Paris,TicketPrefix_S.C./A.4.,TicketPrefix_A/4.,TicketPrefix_CA,TicketPrefix_S.P.,TicketPrefix_S.O.C.,TicketPrefix_SO/C,TicketPrefix_W./C.,TicketPrefix_SOTON/OQ,TicketPrefix_W.E.P.,TicketPrefix_STON/O,TicketPrefix_A4.,TicketPrefix_C,TicketPrefix_SOTON/O.Q.,TicketPrefix_SC/PARIS,TicketPrefix_S.O.P.,TicketPrefix_A.5.,TicketPrefix_Fa,TicketPrefix_CA.,TicketPrefix_F.C.C.,TicketPrefix_W/C,TicketPrefix_SW/PP,TicketPrefix_SCO/W,TicketPrefix_P/PP,TicketPrefix_SC,TicketPrefix_SC/AH,TicketPrefix_A/S,TicketPrefix_A/4,TicketPrefix_WE/P,TicketPrefix_S.W./PP,TicketPrefix_S.O./P.P.,TicketPrefix_F.C.,TicketPrefix_SOTON/O2,TicketPrefix_S.C./PARIS,CabinClass_None,CabinClass_C,CabinClass_E,CabinClass_G,CabinClass_D,CabinClass_A,CabinClass_B,CabinClass_F,Embarked_S,Embarked_C,Embarked_Q
-0.21978872398286362,-0.4742788222764252,-0.4734077245683853,-0.5026662211428025,0.9020807201675644,-0.5653678917078564,0.7372810452296829,-0.10648003791241306,-0.2685537768980963,-0.08229247820908099,0.5826389955343927,-0.058091193032335266,-0.088936296147354,-0.17667746615870647,-0.04740457623736042,-0.06711573290486086,-0.033501260508640406,-0.058091193032335266,-0.08229247820908099,-0.033501260508640406,-0.0750800049407166,-0.033501260508640406,-0.1009585520906885,-0.08893629614735402,-0.033501260508640406,-0.11677566168091162,-0.033501260508640406,-0.0750800049407166,-0.09513072203272357,-0.0750800049407166,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.09513072203272357,-0.07508000494071661,-0.033501260508640406,-0.033501260508640406,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.058091193032335287,-0.033501260508640406,-0.058091193032335287,-0.04740457623736043,-0.033501260508640406,-0.05809119303233529,-0.033501260508640406,-0.047404576237360434,-0.047404576237360434,-1.8340849032950666,-0.2661463374108423,-0.19290103531750133,-0.06711573290486086,-0.19600605029362067,-0.13078252794423806,-0.23584890104453388,-0.1216131589252473,-1.613803334007114,2.073340633392095,-0.3073897002532147
-0.2581920767831734,-0.4742788222764252,-0.4734077245683853,-0.38645367226007926,-1.1073040840056856,-0.5653678917078564,0.7372810452296829,-0.10648003791241306,-0.2685537768980963,-0.08229247820908099,0.5826389955343927,-0.058091193032335266,-0.088936296147354,-0.17667746615870647,-0.04740457623736042,-0.06711573290486086,-0.033501260508640406,-0.058091193032335266,-0.08229247820908099,-0.033501260508640406,-0.0750800049407166,-0.033501260508640406,-0.1009585520906885,-0.08893629614735402,-0.033501260508640406,-0.11677566168091162,-0.033501260508640406,-0.0750800049407166,-0.09513072203272357,-0.0750800049407166,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.09513072203272357,-0.07508000494071661,-0.033501260508640406,-0.033501260508640406,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.058091193032335287,-0.033501260508640406,-0.058091193032335287,-0.04740457623736043,-0.033501260508640406,-0.05809119303233529,-0.033501260508640406,-0.047404576237360434,-0.047404576237360434,-1.8340849032950666,-0.2661463374108423,-0.19290103531750133,-0.06711573290486086,-0.19600605029362067,-0.13078252794423806,-0.23584890104453388,-0.1216131589252473,0.61895873214248,-0.4817720973857151,-0.3073897002532147
-0.4886121935850321,-0.4742788222764252,-0.4734077245683853,-0.48606442844527054,0.9020807201675644,-0.5653678917078564,-1.3548126213297043,-0.10648003791241306,-0.2685537768980963,-0.08229247820908099,-1.7144023541166868,-0.058091193032335266,-0.088936296147354,-0.17667746615870647,-0.04740457623736042,-0.06711573290486086,-0.033501260508640406,-0.058091193032335266,-0.08229247820908099,-0.033501260508640406,-0.0750800049407166,-0.033501260508640406,-0.1009585520906885,11.231383684894421,-0.033501260508640406,-0.11677566168091162,-0.033501260508640406,-0.0750800049407166,-0.09513072203272357,-0.0750800049407166,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.09513072203272357,-0.07508000494071661,-0.033501260508640406,-0.033501260508640406,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.058091193032335287,-0.033501260508640406,-0.058091193032335287,-0.04740457623736043,-0.033501260508640406,-0.05809119303233529,-0.033501260508640406,-0.047404576237360434,-0.047404576237360434,-1.8340849032950666,-0.2661463374108423,-0.19290103531750133,-0.06711573290486086,-0.19600605029362067,-0.13078252794423806,-0.23584890104453388,-0.1216131589252473,0.61895873214248,-0.4817720973857151,-0.3073897002532147
0.8171018016255005,0.43255042804180416,6.970232556439227,0.29572908222032174,0.9020807201675644,-0.5653678917078564,0.7372810452296829,-0.10648003791241306,-0.2685537768980963,-0.08229247820908099,-1.7144023541166868,-0.058091193032335266,-0.088936296147354,-0.17667746615870647,-0.04740457623736042,-0.06711573290486086,-0.033501260508640406,-0.058091193032335266,12.138140535839446,-0.033501260508640406,-0.0750800049407166,-0.033501260508640406,-0.1009585520906885,-0.08893629614735402,-0.033501260508640406,-0.11677566168091162,-0.033501260508640406,-0.0750800049407166,-0.09513072203272357,-0.0750800049407166,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.09513072203272357,-0.07508000494071661,-0.033501260508640406,-0.033501260508640406,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.058091193032335287,-0.033501260508640406,-0.058091193032335287,-0.04740457623736043,-0.033501260508640406,-0.05809119303233529,-0.033501260508640406,-0.047404576237360434,-0.047404576237360434,-1.8340849032950666,-0.2661463374108423,-0.19290103531750133,-0.06711573290486086,-0.19600605029362067,-0.13078252794423806,-0.23584890104453388,-0.1216131589252473,0.61895873214248,-0.4817720973857151,-0.3073897002532147
-1.4870993663930865,4.059867429314721,2.007805702434152,0.29572908222032174,0.9020807201675644,-0.5653678917078564,-1.3548126213297043,-0.10648003791241306,-0.2685537768980963,-0.08229247820908099,-1.7144023541166868,-0.058091193032335266,-0.088936296147354,-0.17667746615870647,-0.04740457623736042,-0.06711573290486086,-0.033501260508640406,-0.058091193032335266,12.138140535839446,-0.033501260508640406,-0.0750800049407166,-0.033501260508640406,-0.1009585520906885,-0.08893629614735402,-0.033501260508640406,-0.11677566168091162,-0.033501260508640406,-0.0750800049407166,-0.09513072203272357,-0.0750800049407166,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.09513072203272357,-0.07508000494071661,-0.033501260508640406,-0.033501260508640406,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.058091193032335287,-0.033501260508640406,-0.058091193032335287,-0.04740457623736043,-0.033501260508640406,-0.05809119303233529,-0.033501260508640406,-0.047404576237360434,-0.047404576237360434,-1.8340849032950666,-0.2661463374108423,-0.19290103531750133,-0.06711573290486086,-0.19600605029362067,-0.13078252794423806,-0.23584890104453388,-0.1216131589252473,0.61895873214248,-0.4817720973857151,-0.3073897002532147
0.2794548624211635,-0.4742788222764252,-0.4734077245683853,2.4016413316708816,-1.1073040840056856,1.766774661587051,-1.3548126213297043,-0.10648003791241306,-0.2685537768980963,-0.08229247820908099,0.5826389955343927,-0.058091193032335266,-0.088936296147354,-0.17667746615870647,-0.04740457623736042,-0.06711573290486086,-0.033501260508640406,-0.058091193032335266,-0.08229247820908099,-0.033501260508640406,-0.0750800049407166,-0.033501260508640406,-0.1009585520906885,-0.08893629614735402,-0.033501260508640406,-0.11677566168091162,-0.033501260508640406,-0.0750800049407166,-0.09513072203272357,-0.0750800049407166,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.09513072203272357,-0.07508000494071661,-0.033501260508640406,-0.033501260508640406,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.058091193032335287,-0.033501260508640406,-0.058091193032335287,-0.04740457623736043,-0.033501260508640406,-0.05809119303233529,-0.033501260508640406,-0.047404576237360434,-0.047404576237360434,-1.8340849032950666,-0.2661463374108423,-0.19290103531750133,-0.06711573290486086,-0.19600605029362067,-0.13078252794423806,-0.23584890104453388,-0.1216131589252473,0.61895873214248,-0.4817720973857151,-0.3073897002532147
2.4300426192385114,0.43255042804180416,3.2484124159354204,4.631815484039331,-1.1073040840056856,1.766774661587051,0.7372810452296829,-0.10648003791241306,3.7194698100386336,-0.08229247820908099,-1.7144023541166868,-0.058091193032335266,-0.088936296147354,-0.17667746615870647,-0.04740457623736042,-0.06711573290486086,-0.033501260508640406,-0.058091193032335266,-0.08229247820908099,-0.033501260508640406,-0.0750800049407166,-0.033501260508640406,-0.1009585520906885,-0.08893629614735402,-0.033501260508640406,-0.11677566168091162,-0.033501260508640406,-0.0750800049407166,-0.09513072203272357,-0.0750800049407166,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.09513072203272357,-0.07508000494071661,-0.033501260508640406,-0.033501260508640406,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.058091193032335287,-0.033501260508640406,-0.058091193032335287,-0.04740457623736043,-0.033501260508640406,-0.05809119303233529,-0.033501260508640406,-0.047404576237360434,-0.047404576237360434,-1.8340849032950666,-0.2661463374108423,-0.19290103531750133,-0.06711573290486086,-0.19600605029362067,-0.13078252794423806,4.235244095352907,-0.1216131589252473,-1.613803334007114,2.073340633392095,-0.3073897002532147
-0.10457866558193428,-0.4742788222764252,-0.4734077245683853,-0.12484966611715263,-1.1073040840056856,-0.5653678917078564,0.7372810452296829,-0.10648003791241306,-0.2685537768980963,-0.08229247820908099,0.5826389955343927,-0.058091193032335266,-0.088936296147354,-0.17667746615870647,-0.04740457623736042,-0.06711573290486086,-0.033501260508640406,-0.058091193032335266,-0.08229247820908099,-0.033501260508640406,-0.0750800049407166,-0.033501260508640406,-0.1009585520906885,-0.08893629614735402,-0.033501260508640406,-0.11677566168091162,-0.033501260508640406,-0.0750800049407166,-0.09513072203272357,-0.0750800049407166,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.09513072203272357,-0.07508000494071661,-0.033501260508640406,-0.033501260508640406,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.058091193032335287,-0.033501260508640406,-0.058091193032335287,-0.04740457623736043,-0.033501260508640406,-0.05809119303233529,-0.033501260508640406,-0.047404576237360434,-0.047404576237360434,-1.8340849032950666,-0.2661463374108423,-0.19290103531750133,-0.06711573290486086,-0.19600605029362067,-0.13078252794423806,-0.23584890104453388,-0.1216131589252473,0.61895873214248,-0.4817720973857151,-0.3073897002532147
0.9707152128267396,-0.4742788222764252,-0.4734077245683853,-0.11378180431879803,-1.1073040840056856,1.766774661587051,0.7372810452296829,-0.10648003791241306,-0.2685537768980963,-0.08229247820908099,0.5826389955343927,-0.058091193032335266,-0.088936296147354,-0.17667746615870647,-0.04740457623736042,-0.06711573290486086,-0.033501260508640406,-0.058091193032335266,-0.08229247820908099,-0.033501260508640406,-0.0750800049407166,-0.033501260508640406,-0.1009585520906885,-0.08893629614735402,-0.033501260508640406,-0.11677566168091162,-0.033501260508640406,-0.0750800049407166,-0.09513072203272357,-0.0750800049407166,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.09513072203272357,-0.07508000494071661,-0.033501260508640406,-0.033501260508640406,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.058091193032335287,-0.033501260508640406,-0.058091193032335287,-0.04740457623736043,-0.033501260508640406,-0.05809119303233529,-0.033501260508640406,-0.047404576237360434,-0.047404576237360434,-1.8340849032950666,-0.2661463374108423,-0.19290103531750133,-0.06711573290486086,-0.19600605029362067,-0.13078252794423806,-0.23584890104453388,-0.1216131589252473,0.61895873214248,-0.4817720973857151,-0.3073897002532147
0.1258414512199244,2.246208928678263,-0.4734077245683853,-0.2858367468204921,0.9020807201675644,-0.5653678917078564,0.7372810452296829,-0.10648003791241306,-0.2685537768980963,-0.08229247820908099,0.5826389955343927,-0.058091193032335266,-0.088936296147354,-0.17667746615870647,-0.04740457623736042,-0.06711573290486086,-0.033501260508640406,-0.058091193032335266,-0.08229247820908099,-0.033501260508640406,-0.0750800049407166,-0.033501260508640406,-0.1009585520906885,-0.08893629614735402,-0.033501260508640406,-0.11677566168091162,-0.033501260508640406,-0.0750800049407166,-0.09513072203272357,-0.0750800049407166,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.09513072203272357,-0.07508000494071661,-0.033501260508640406,-0.033501260508640406,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.058091193032335287,-0.033501260508640406,-0.058091193032335287,-0.04740457623736043,-0.033501260508640406,-0.05809119303233529,-0.033501260508640406,-0.047404576237360434,-0.047404576237360434,-1.8340849032950666,-0.2661463374108423,-0.19290103531750133,-0.06711573290486086,-0.19600605029362067,-0.13078252794423806,-0.23584890104453388,-0.1216131589252473,0.61895873214248,-0.4817720973857151,-0.3073897002532147
-0.10457866558193428,-0.4742788222764252,-0.4734077245683853,0.39559138071911193,-1.1073040840056856,1.766774661587051,0.7372810452296829,-0.10648003791241306,-0.2685537768980963,-0.08229247820908099,0.5826389955343927,-0.058091193032335266,-0.088936296147354,-0.17667746615870647,-0.04740457623736042,-0.06711573290486086,-0.033501260508640406,-0.058091193032335266,-0.08229247820908099,-0.033501260508640406,-0.0750800049407166,-0.033501260508640406,-0.1009585520906885,-0.08893629614735402,-0.033501260508640406,-0.11677566168091162,-0.033501260508640406,-0.0750800049407166,-0.09513072203272357,-0.0750800049407166,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.09513072203272357,-0.07508000494071661,-0.033501260508640406,-0.033501260508640406,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.058091193032335287,-0.033501260508640406,-0.058091193032335287,-0.04740457623736043,-0.033501260508640406,-0.05809119303233529,-0.033501260508640406,-0.047404576237360434,-0.047404576237360434,-1.8340849032950666,-0.2661463374108423,5.178187166804175,-0.06711573290486086,-0.19600605029362067,-0.13078252794423806,-0.23584890104453388,-0.1216131589252473,0.61895873214248,-0.4817720973857151,-0.3073897002532147
-0.5654188991856517,-0.4742788222764252,-0.4734077245683853,-0.48606442844527054,0.9020807201675644,-0.5653678917078564,0.7372810452296829,-0.10648003791241306,-0.2685537768980963,-0.08229247820908099,-1.7144023541166868,-0.058091193032335266,-0.088936296147354,-0.17667746615870647,-0.04740457623736042,-0.06711573290486086,-0.033501260508640406,-0.058091193032335266,-0.08229247820908099,-0.033501260508640406,-0.0750800049407166,-0.033501260508640406,-0.1009585520906885,-0.08893629614735402,-0.033501260508640406,-0.11677566168091162,-0.033501260508640406,-0.0750800049407166,-0.09513072203272357,-0.0750800049407166,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.09513072203272357,-0.07508000494071661,-0.033501260508640406,-0.033501260508640406,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.058091193032335287,-0.033501260508640406,-0.058091193032335287,-0.04740457623736043,-0.033501260508640406,-0.05809119303233529,-0.033501260508640406,-0.047404576237360434,-0.047404576237360434,-1.8340849032950666,-0.2661463374108423,-0.19290103531750133,-0.06711573290486086,-0.19600605029362067,-0.13078252794423806,-0.23584890104453388,-0.1216131589252473,0.61895873214248,-0.4817720973857151,-0.3073897002532147
-0.10457866558193428,-0.4742788222764252,-0.4734077245683853,-0.11378180431879803,-1.1073040840056856,1.766774661587051,0.7372810452296829,-0.10648003791241306,-0.2685537768980963,-0.08229247820908099,0.5826389955343927,-0.058091193032335266,-0.088936296147354,-0.17667746615870647,-0.04740457623736042,-0.06711573290486086,-0.033501260508640406,-0.058091193032335266,-0.08229247820908099,-0.033501260508640406,-0.0750800049407166,-0.033501260508640406,-0.1009585520906885,-0.08893629614735402,-0.033501260508640406,-0.11677566168091162,-0.033501260508640406,-0.0750800049407166,-0.09513072203272357,-0.0750800049407166,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.09513072203272357,-0.07508000494071661,-0.033501260508640406,-0.033501260508640406,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.058091193032335287,-0.033501260508640406,-0.058091193032335287,-0.04740457623736043,-0.033501260508640406,-0.05809119303233529,-0.033501260508640406,-0.047404576237360434,-0.047404576237360434,-1.8340849032950666,-0.2661463374108423,-0.19290103531750133,-0.06711573290486086,-0.19600605029362067,-0.13078252794423806,-0.23584890104453388,-0.1216131589252473,0.61895873214248,-0.4817720973857151,-0.3073897002532147
0.04903474561930485,0.43255042804180416,0.7671989889328833,-0.12484966611715263,-1.1073040840056856,-0.5653678917078564,0.7372810452296829,-0.10648003791241306,-0.2685537768980963,-0.08229247820908099,0.5826389955343927,-0.058091193032335266,-0.088936296147354,-0.17667746615870647,-0.04740457623736042,-0.06711573290486086,-0.033501260508640406,-0.058091193032335266,-0.08229247820908099,-0.033501260508640406,-0.0750800049407166,-0.033501260508640406,-0.1009585520906885,-0.08893629614735402,-0.033501260508640406,-0.11677566168091162,-0.033501260508640406,-0.0750800049407166,-0.09513072203272357,-0.0750800049407166,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.09513072203272357,-0.07508000494071661,-0.033501260508640406,-0.033501260508640406,-0.033501260508640406,-0.04740457623736042,-0.033501260508640406,-0.058091193032335287,-0.033501260508640406,-0.058091193032335287,-0.04740457623736043,-0.033501260508640406,-0.05809119303233529,-0.033501260508640406,-0.047404576237360434,-0.047404576237360434,-1.8340849032950666,-0.2661463374108423,-0.19290103531750133,-0.06711573290486086,-0.19600605029362067,-0.13078252794423806,-0.23584890104453388,-0.1216131589252473,0.61895873214248,-0.4817720973857151,-0.3073897002532147
